CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
4533	here/there he/she is! (human)	Togo_Kan	ŋ̀ŋò wɔ̂	ŋ̀ ŋ ò 	DB
4534	here/there he/she is! (human)	Yanda_Dom	ɔ̌mnà	ɔ̌ m n à	DB
4535	here/there he/she is! (human)	Yanda_Dom	ɔ̌nnà	ɔ̌ n n à	DB
4536	here/there he/she is! (human)	Yorno_So	ŋ́ wɔ̀	ŋ́ 	DB
4537	here/there it is! (nonhuman)	Ampari	àndà bó	à n d à 	DB
4538	here/there it is! (nonhuman)	Ben_Tey	ŋ́gòy bù	ŋ́ ɡ ò j 	DB
4539	here/there it is! (nonhuman)	Jamsay_Douentza	nùkǒy kɔ̀	n ù k ǒ j 	DB
4540	here/there it is! (nonhuman)	Nanga	kú bù	k ú 	DB
4541	here/there it is! (nonhuman)	Nanga	wùnérⁿé bù	w ù n é rⁿ é 	DB
4542	here/there it is! (nonhuman)	Tebul_Ure	ògû:	ò ɡ ûː	DB
4543	here/there it is! (nonhuman)	Togo_Kan	yògò kɔ̂	j ò ɡ ò 	DB
4544	here/there it is! (nonhuman)	Togo_Kan	ŋ̀ŋò kɔ̂	ŋ̀ ŋ ò 	DB
4545	here/there it is! (nonhuman)	Yanda_Dom	ɔ̌mnà	ɔ̌ m n à	DB
4546	here/there it is! (nonhuman)	Yanda_Dom	ɔ̌nnà	ɔ̌ n n à	DB
4547	here/there it is! (nonhuman)	Yorno_So	ŋ́ kɔ̀	ŋ́ 	DB
4548	hit lightly, tap	Bangime	dèɡé	d è ɡ é	DB,SW
4549	hit lightly, tap	Bankan_Tey	táwá	t á w á	DB,SW
4550	hit lightly, tap	Ben_Tey	súyɔ́	s ú j ɔ́	DB,SW
4551	hit lightly, tap	Dogul_Dom	pɛ̀ɛ́	p ɛ̌ː	DB,SW
4552	hit lightly, tap	Jamsay_Douentza	tɛ́wɛ́	t ɛ́ w ɛ́	DB,SW
4553	hit lightly, tap	Mombo	pɛ́ypɛ̀y kání	p ɛ́ j p ɛ̀ j 	DB,SW
4554	hit lightly, tap	Najamba	pɛ́ndɛ́	p ɛ́ n d ɛ́	DB,SW
4555	hit lightly, tap	Nanga	súyɔ́	s ú j ɔ́	DB,SW
4556	hit lightly, tap	Penange	pégú nám	p é ɡ ú 	DB,SW
4557	hit lightly, tap	Sangha_So	lògí	l ò ɡ í	DB,SW
4558	hit lightly, tap	Togo_Kan	lágá	l á ɡ á	DB,SW
4559	hit lightly, tap	Tommo_So	pɛ́ɛ́	p ɛ́ː	DB,SW
4560	hit lightly, tap	Toro_Tegu	tɛ́w	t ɛ́ w	DB,SW
4561	hit lightly, tap	Toro_Tegu	tɛ́wá	t ɛ́ w á	DB,SW
4562	hit lightly, tap	Yanda_Dom	pɛ́yálì	p ɛ́ j á l ì	DB,SW
4563	hit lightly, tap	Yanda_Dom	pɛ́:	p ɛ́ː	DB,SW
4564	hit lightly, tap	Yorno_So	pɛ́:	p ɛ́ː	DB,SW
4565	hit, strike (general word)	Bangime	déɡù	d é ɡ ù	DB
4566	hit, strike (general word)	Bankan_Tey	sɔ́	s ɔ́	DB
4567	hit, strike (general word)	Ben_Tey	súyɔ́	s ú j ɔ́	DB
4568	hit, strike (general word)	Bunoge	númbè	n ú m b è	DB
4569	hit, strike (general word)	Dogul_Dom	bùndé	b ù n d é	DB
4570	hit, strike (general word)	Gourou	láɣá	l á ɣ á	DB
4571	hit, strike (general word)	Jamsay_Douentza	láɣá	l á ɣ á	DB
4572	hit, strike (general word)	Mombo	búndé	b ú n d é	DB
4573	hit, strike (general word)	Mombo	jání	dʒ á n í	DB
4574	hit, strike (general word)	Mombo	tɛ́búlɛ̀	t ɛ́ b ú l ɛ̀	DB
4575	hit, strike (general word)	Najamba	dɛ̀njɛ́	d ɛ̀ n dʒ ɛ́	DB
4576	hit, strike (general word)	Najamba	pɛ́ndɛ́	p ɛ́ n d ɛ́	DB
4577	hit, strike (general word)	Nanga	jàrⁿá	dʒ à rⁿ á	DB
4578	hit, strike (general word)	Nanga	súyɔ́	s ú j ɔ́	DB
4579	hit, strike (general word)	Penange	búndé	b ú n d é	DB
4580	hit, strike (general word)	Perge_Tegu	lágá	l á ɡ á	DB
4581	hit, strike (general word)	Sangha_So	lògí	l ò ɡ í	DB
4582	hit, strike (general word)	Tebul_Ure	bùndó	b ù n d ó	DB
4583	hit, strike (general word)	Tebul_Ure	dɛ̀mɛ́	d ɛ̀ m ɛ́	DB
4584	hit, strike (general word)	Tebul_Ure	púŋgó	p ú ŋ ɡ ó	DB
4585	hit, strike (general word)	Tiranige	tɛ́wɔ́	t ɛ́ w ɔ́	DB
4586	hit, strike (general word)	Togo_Kan	lágá	l á ɡ á	DB
4587	hit, strike (general word)	Tommo_So	bɛ̀ndɛ́	b ɛ̀ n d ɛ́	DB
4588	hit, strike (general word)	Toro_Tegu	tɛ́w	t ɛ́ w	DB
4589	hit, strike (general word)	Toro_Tegu	tɛ́wá	t ɛ́ w á	DB
4590	hit, strike (general word)	Yanda_Dom	dèmàlí	d è m à l í	DB
4591	hit, strike (general word)	Yanda_Dom	dèmɛ́	d è m ɛ́	DB
4592	hit, strike (general word)	Yorno_So	lágá	l á ɡ á	DB
4593	hit, strike (general word)	Yorno_So	lágú	l á ɡ ú	DB
4594	horn	Ampari	kɛ̀rɔ̀	k ɛ̀ r ɔ̀	LJ
4595	horn	Bangime	síráá	s í r áː	LJ
4596	horn	Bankan_Tey	kíyà	k í j à	LJ
4597	horn	Bankan_Tey	cíyà	tʃ í j à	LJ
4598	horn	Ben_Tey	cíyà	tʃ í j à	LJ
4599	horn	Bunoge	kɛ̀lɛ̀	k ɛ̀ l ɛ̀	LJ
4600	horn	Dogul_Dom	kɛ̀lɔ́	k ɛ̀ l ɔ́	LJ
4601	horn	Gourou	kírɛ́	k í r ɛ́	LJ
4602	horn	Jamsay_Douentza	círɛ́	tʃ í r ɛ́	LJ
4603	horn	Mombo	kɛ́lɛ́	k ɛ́ l ɛ́	LJ
4604	horn	Najamba	kɛ́lɛ̀:	k ɛ́ l ɛ̀ː	LJ
4605	horn	Najamba	kɛ́lɔ̀:	k ɛ́ l ɔ̀ː	LJ
4606	horn	Nanga	kírâ	k í r â	LJ
4607	horn	Penange	kɛ́lɛ́	k ɛ́ l ɛ́	LJ
4608	horn	Perge_Tegu	kírɛ́	k í r ɛ́	LJ
4609	horn	Sangha_So	kɛ́lɛ́	k ɛ́ l ɛ́	LJ
4610	horn	Tebul_Ure	kílá	k í l á	LJ
4611	horn	Tebul_Ure	cílá	tʃ í l á	LJ
4612	horn	Tiranige	kɛ̀:lɛ̀ŋgè	k ɛ̀ː l ɛ̀ ŋ ɡ è	LJ
4613	horn	Togo_Kan	kírɛ́	k í r ɛ́	LJ
4614	horn	Tommo_So	kɛ́lɛ́	k ɛ́ l ɛ́	LJ
4615	horn	Tomo_Kan_Segue	cìlá	tʃ ì l á	LJ
4616	horn	Toro_Tegu	círá	tʃ í r á	LJ
4617	horn	Yanda_Dom	célá	tʃ é l á	LJ
4618	horn	Yanda_Dom	cɛ́lɛ́	tʃ ɛ́ l ɛ́	LJ
4619	horn	Yorno_So	kílɛ̀	k í l ɛ̀	LJ
4620	horn (of animal)	Ampari	kɛ̀rɔ̀	k ɛ̀ r ɔ̀	DB,SW
4621	horn (of animal)	Bangime	síráá	s í r áː	DB,SW
4622	horn (of animal)	Bankan_Tey	kíyà	k í j à	DB,SW
4623	horn (of animal)	Bankan_Tey	cíyà	tʃ í j à	DB,SW
4624	horn (of animal)	Ben_Tey	cíyà	tʃ í j à	DB,SW
4625	horn (of animal)	Bunoge	kɛ̀lɛ̀	k ɛ̀ l ɛ̀	DB,SW
4626	horn (of animal)	Dogul_Dom	kɛ̀lɔ́	k ɛ̀ l ɔ́	DB,SW
4627	horn (of animal)	Gourou	kírɛ́	k í r ɛ́	DB,SW
4628	horn (of animal)	Jamsay_Douentza	círɛ́	tʃ í r ɛ́	DB,SW
4629	horn (of animal)	Mombo	kɛ́lɛ́	k ɛ́ l ɛ́	DB,SW
4630	horn (of animal)	Najamba	kɛ́lɛ̀:	k ɛ́ l ɛ̀ː	DB,SW
4631	horn (of animal)	Najamba	kɛ́lɔ̀:	k ɛ́ l ɔ̀ː	DB,SW
4632	horn (of animal)	Nanga	kírâ	k í r â	DB,SW
4633	horn (of animal)	Penange	kɛ́lɛ́	k ɛ́ l ɛ́	DB,SW
4634	horn (of animal)	Perge_Tegu	kírɛ́	k í r ɛ́	DB,SW
4635	horn (of animal)	Sangha_So	kɛ́lɛ́	k ɛ́ l ɛ́	DB,SW
4636	horn (of animal)	Tebul_Ure	kílá	k í l á	DB,SW
4637	horn (of animal)	Tebul_Ure	cílá	tʃ í l á	DB,SW
4638	horn (of animal)	Tiranige	kɛ̀:lɛ̀ŋgè	k ɛ̀ː l ɛ̀ ŋ ɡ è	DB,SW
4639	horn (of animal)	Togo_Kan	kírɛ́	k í r ɛ́	DB,SW
4640	horn (of animal)	Tommo_So	kɛ́lɛ́	k ɛ́ l ɛ́	DB,SW
4641	horn (of animal)	Tomo_Kan_Segue	cìlá	tʃ ì l á	DB,SW
4642	horn (of animal)	Toro_Tegu	círá	tʃ í r á	DB,SW
4643	horn (of animal)	Yanda_Dom	célá	tʃ é l á	DB,SW
4644	horn (of animal)	Yanda_Dom	cɛ́lɛ́	tʃ ɛ́ l ɛ́	DB,SW
4645	horn (of animal)	Yorno_So	kílɛ̀	k í l ɛ̀	DB,SW
4646	hot (object, water)	Ampari	bàgà	b à ɡ à	DB
4647	hot (object, water)	Bankan_Tey	ɔ̂wⁿ	ɔ̂ wⁿ	DB
4648	hot (object, water)	Ben_Tey	ɔ̂w	ɔ̂ w	DB
4649	hot (object, water)	Bunoge	jùŋgà	dʒ ù ŋ ɡ à	DB
4650	hot (object, water)	Dogul_Dom	m̀ó	m̀ ó	DB
4651	hot (object, water)	Jamsay_Douentza	ɔ́gù	ɔ́ ɡ ù	DB
4652	hot (object, water)	Jamsay_Mondoro	ɔ́gù	ɔ́ ɡ ù	DB
4653	hot (object, water)	Mombo	ná:gá	n áː ɡ á	DB
4654	hot (object, water)	Najamba	dwɛ̌yⁿyè	d w ɛ̌ jⁿ j è	DB
4655	hot (object, water)	Najamba	dwɛ̌yⁿŋgè	d w ɛ̌ jⁿ ŋ ɡ è	DB
4656	hot (object, water)	Nanga	ɔ́gî	ɔ́ ɡ î	DB
4657	hot (object, water)	Penange	nwá:gá	n w áː ɡ á	DB
4658	hot (object, water)	Perge_Tegu	ɔ́w	ɔ́ w	DB
4659	hot (object, water)	Sangha_So	núú	n úː	DB
4660	hot (object, water)	Tiranige	númá	n ú m á	DB
4661	hot (object, water)	Togo_Kan	nú:	n úː	DB
4662	hot (object, water)	Tommo_So	númɔ́	n ú m ɔ́	DB
4663	hot (object, water)	Tommo_So	ɔ́gú	ɔ́ ɡ ú	DB
4664	hot (object, water)	Toro_Tegu	dɔ́	d ɔ́	DB
4665	hot (object, water)	Yanda_Dom	ɔ̀jú	ɔ̀ dʒ ú	DB
4666	hot (object, water)	Yorno_So	nɔ́:	n ɔ́ː	DB
4667	hot (object, water)	Yorno_So	ɔ́gú	ɔ́ ɡ ú	DB
4668	house	Bangime	kóò	k ôː	DB,LJ,SW
4669	house	Bankan_Tey	úrò	ú r ò	DB,LJ,SW
4670	house	Ben_Tey	úrò	ú r ò	DB,LJ,SW
4671	house	Bunoge	ʔòbò	ʔ ò b ò	DB,LJ,SW
4672	house	Dogul_Dom	ḿbùŋ	ḿ b ù ŋ	DB,LJ,SW
4673	house	Gourou	úró	ú r ó	DB,LJ,SW
4674	house	Jamsay_Douentza	úró	ú r ó	DB,LJ,SW
4675	house	Jamsay_Mondoro	úró	ú r ó	DB,LJ,SW
4676	house	Mombo	débù	d é b ù	DB,LJ,SW
4677	house	Najamba	ólé	ó l é	DB,LJ,SW
4678	house	Najamba	óló	ó l ó	DB,LJ,SW
4679	house	Nanga	índô	í n d ô	DB,LJ,SW
4680	house	Nanga	ńdô	ń d ô	DB,LJ,SW
4681	house	Penange	dèm	d è m	DB,LJ,SW
4682	house	Perge_Tegu	íré	í r é	DB,LJ,SW
4683	house	Sangha_So	gìrⁿú	ɡ ì rⁿ ú	DB,LJ,SW
4684	house	Tebul_Ure	úló	ú l ó	DB,LJ,SW
4685	house	Tiranige	jíwá	dʒ í w á	DB,LJ,SW
4686	house	Togo_Kan	gìrⁿí	ɡ ì rⁿ í	DB,LJ,SW
4687	house	Tommo_So	gìnɛ́	ɡ ì n ɛ́	DB,LJ,SW
4688	house	Toro_Tegu	íló	í l ó	DB,LJ,SW
4689	house	Yanda_Dom	ʔə́ló	ʔ ə́ l ó	DB,LJ,SW
4690	house	Yorno_So	gɛ̀rⁿɛ́	ɡ ɛ̀ rⁿ ɛ́	DB,LJ,SW
4691	how much?, how many?	Ampari	à:ŋgà	àː ŋ ɡ à	DB
4692	how much?, how many?	Bankan_Tey	à:ŋgá	àː ŋ ɡ á	DB
4693	how much?, how many?	Ben_Tey	à:ŋgá	àː ŋ ɡ á	DB
4694	how much?, how many?	Bunoge	ʔáŋgáwⁿ	ʔ á ŋ ɡ á wⁿ	DB
4695	how much?, how many?	Jamsay_Douentza	à:ŋá	àː ŋ á	DB
4696	how much?, how many?	Jamsay_Mondoro	à:ŋá	àː ŋ á	DB
4697	how much?, how many?	Mombo	á:ŋgà	áː ŋ ɡ à	DB
4698	how much?, how many?	Najamba	àŋgɛ̂y	à ŋ ɡ ɛ̂ j	DB
4699	how much?, how many?	Nanga	à:ŋgǎy	àː ŋ ɡ ǎ j	DB
4700	how much?, how many?	Penange	àŋgà	à ŋ ɡ à	DB
4701	how much?, how many?	Perge_Tegu	à:ŋgá	àː ŋ ɡ á	DB
4702	how much?, how many?	Tebul_Ure	àŋgá	à ŋ ɡ á	DB
4703	how much?, how many?	Tiranige	à:ŋgá	àː ŋ ɡ á	DB
4704	how much?, how many?	Togo_Kan	à:ŋá	àː ŋ á	DB
4705	how much?, how many?	Tommo_So	àŋgé	à ŋ ɡ é	DB
4706	how much?, how many?	Toro_Tegu	àŋí	à ŋ í	DB
4707	how much?, how many?	Yanda_Dom	àŋà	à ŋ à	DB
4708	how much?, how many?	Yorno_So	àŋá	à ŋ á	DB
4709	how?	Ampari	wⁿǎ:ⁿ	wⁿ ǎːⁿ	DB,SW
4710	how?	Bangime	nìí	n ǐː	DB,SW
4711	how?	Bangime	nù mì	n ù 	DB,SW
4712	how?	Bankan_Tey	àŋgây	à ŋ ɡ â j	DB,SW
4713	how?	Ben_Tey	àŋây	à ŋ â j	DB,SW
4714	how?	Bunoge	nánjì	n á n dʒ ì	DB,SW
4715	how?	Dogul_Dom	àyáŋ	à j á ŋ	DB,SW
4716	how?	Jamsay_Douentza	yɔ̌:jǐn	j ɔ̌ː dʒ ǐ n	DB,SW
4717	how?	Jamsay_Mondoro	yɔ̌:jǐn	j ɔ̌ː dʒ ǐ n	DB,SW
4718	how?	Mombo	mánà	m á n à	DB,SW
4719	how?	Najamba	ànnɛ́	à n n ɛ́	DB,SW
4720	how?	Najamba	àŋìnɛ́	à ŋ ì n ɛ́	DB,SW
4721	how?	Nanga	àmâyⁿ	à m â jⁿ	DB,SW
4722	how?	Penange	wɛ̀nɛ̀	w ɛ̀ n ɛ̀	DB,SW
4723	how?	Perge_Tegu	yǎwɲɛ̀:	j ǎ w ɲ ɛ̀ː	DB,SW
4724	how?	Tebul_Ure	áyⁿ	á jⁿ	DB,SW
4725	how?	Tiranige	árá	á r á	DB,SW
4726	how?	Tiranige	áráárá	á r áː r á	DB,SW
4727	how?	Togo_Kan	ɲâŋ	ɲ â ŋ	DB,SW
4728	how?	Tommo_So	yàŋgéni	j à ŋ ɡ é n i	DB,SW
4729	how?	Toro_Tegu	yⁿàŋêy	jⁿ à ŋ ê j	DB,SW
4730	how?	Yanda_Dom	ànjǎ:	à n dʒ ǎː	DB,SW
4731	how?	Yorno_So	yàŋín	j à ŋ í n	DB,SW
4732	hunt (verb only)	Bangime	kɛ́rɛ́ndì	k ɛ́ r ɛ́ n d ì	DB,SW
4733	hunt (verb only)	Bangime	sísɔ́ɣɔ̀	s í s ɔ́ ɣ ɔ̀	DB,SW
4734	hunt (verb only)	Bankan_Tey	òsíyé	ò s í j é	DB,SW
4735	hunt (verb only)	Ben_Tey	dànní	d à n n í	DB,SW
4736	hunt (verb only)	Gourou	dàná	d à n á	DB,SW
4737	hunt (verb only)	Jamsay_Douentza	dàná	d à n á	DB,SW
4738	hunt (verb only)	Mombo	dà:nà ǹkálúmá kání	d àː n à 	DB,SW
4739	hunt (verb only)	Najamba	tálɛ́	t á l ɛ́	DB,SW
4740	hunt (verb only)	Nanga	tá:rí	t áː r í	DB,SW
4741	hunt (verb only)	Sangha_So	dán dànú	d á n 	DB,SW
4742	hunt (verb only)	Tebul_Ure	dàndí	d à n d í	DB,SW
4743	hunt (verb only)	Tiranige	tá:nó	t áː n ó	DB,SW
4744	hunt (verb only)	Togo_Kan	dàná	d à n á	DB,SW
4745	hunt (verb only)	Tommo_So	àntólú táálá	à n t ó l ú 	DB,SW
4746	hunt (verb only)	Tomo_Kan_Segue	swɛ́:	s w ɛ́ː	DB,SW
4747	hunt (verb only)	Toro_Tegu	ósó	ó s ó	DB,SW
4748	hunt (verb only)	Toro_Tegu	ósú	ó s ú	DB,SW
4749	hunt (verb only)	Yanda_Dom	dànàlí	d à n à l í	DB,SW
4750	hunt (verb only)	Yanda_Dom	dànú	d à n ú	DB,SW
4751	hunt (verb only)	Yorno_So	dàná	d à n á	DB,SW
4752	hunt (verb only)	Yorno_So	dànú	d à n ú	DB,SW
4753	husband	Bangime	kándèè	k á n d èː	DB,SW
4754	husband	Bankan_Tey	ɔ̀ŋgɔ̀rɔ́	ɔ̀ ŋ ɡ ɔ̀ r ɔ́	DB,SW
4755	husband	Bankan_Tey	ɔ̀ŋgɔ̀rɔ̌m	ɔ̀ ŋ ɡ ɔ̀ r ɔ̌ m	DB,SW
4756	husband	Ben_Tey	ɔ̀ŋgɔ̀rɔ́	ɔ̀ ŋ ɡ ɔ̀ r ɔ́	DB,SW
4757	husband	Ben_Tey	ɔ̀ŋɔ̀rɔ́	ɔ̀ ŋ ɔ̀ r ɔ́	DB,SW
4758	husband	Bunoge	bàlà	b à l à	DB,SW
4759	husband	Dogul_Dom	ánà	á n à	DB,SW
4760	husband	Gourou	àɣá	à ɣ á	DB,SW
4761	husband	Jamsay_Douentza	àɣá	à ɣ á	DB,SW
4762	husband	Jamsay_Mondoro	àɣá	à ɣ á	DB,SW
4763	husband	Mombo	wálá	w á l á	DB,SW
4764	husband	Najamba	nɔ̀gɔ̀mbó	n ɔ̀ ɡ ɔ̀ m b ó	DB,SW
4765	husband	Najamba	nɔ̀gɔ̌:	n ɔ̀ ɡ ɔ̌ː	DB,SW
4766	husband	Nanga	lɔ̀gɔ̂	l ɔ̀ ɡ ɔ̂	DB,SW
4767	husband	Penange	wálá	w á l á	DB,SW
4768	husband	Perge_Tegu	ɛ̀gɛ́	ɛ̀ ɡ ɛ́	DB,SW
4769	husband	Sangha_So	ígɛ́	í ɡ ɛ́	DB,SW
4770	husband	Tebul_Ure	ɔ̀ngɔ́	ɔ̀ n ɡ ɔ́	DB,SW
4771	husband	Tebul_Ure	ɔ̀ngɔ́mbɔ́	ɔ̀ n ɡ ɔ́ m b ɔ́	DB,SW
4772	husband	Tiranige	bànà	b à n à	DB,SW
4773	husband	Togo_Kan	ɛ̀gɛ́	ɛ̀ ɡ ɛ́	DB,SW
4774	husband	Tommo_So	ígɛ́	í ɡ ɛ́	DB,SW
4775	husband	Toro_Tegu	ɛ̀gá	ɛ̀ ɡ á	DB,SW
4776	husband	Toro_Tegu	mǎ:	m ǎː	DB,SW
4777	husband	Yanda_Dom	mù	m ù	DB,SW
4778	husband	Yanda_Dom	nùŋɔ̀n	n ù ŋ ɔ̀ n	DB,SW
4779	husband	Yorno_So	ígɛ́	í ɡ ɛ́	DB,SW
4780	I am (copula, with noun)	Ampari	mí wò	m í 	DB
4781	I am (copula, with noun)	Bankan_Tey	≡mì	m ì	DB
4782	I am (copula, with noun)	Ben_Tey	=m̀íỳ	m̀ í j̀	DB
4783	I am (copula, with noun)	Bunoge	mì	m ì	DB
4784	I am (copula, with noun)	Dogul_Dom	y	j	DB
4785	I am (copula, with noun)	Jamsay_Douentza	≡ùm	ù m	DB
4786	I am (copula, with noun)	Mombo	ḿbô:	ḿ b ôː	DB
4787	I am (copula, with noun)	Najamba	=m̀	m̀	DB
4788	I am (copula, with noun)	Nanga	=mí	m í	DB
4789	I am (copula, with noun)	Penange	mí yó	m í 	DB
4790	I am (copula, with noun)	Perge_Tegu	=ùm	ù m	DB
4791	I am (copula, with noun)	Sangha_So	múj	m ú dʒ	DB
4792	I am (copula, with noun)	Tebul_Ure	ɲɛ́:=ḿ	ɲ ɛ́ː ḿ	DB
4793	I am (copula, with noun)	Tiranige	mì=ẁⁿ	m ì ẁⁿ	DB
4794	I am (copula, with noun)	Togo_Kan	íⁿ=y	íⁿ j	DB
4795	I am (copula, with noun)	Tommo_So	m	m	DB
4796	I am (copula, with noun)	Tommo_So	ɲ	ɲ	DB
4797	I am (copula, with noun)	Toro_Tegu	mí	m í	DB
4798	I am (copula, with noun)	Yanda_Dom	=m̀	m̀	DB
4799	I am (copula, with noun)	Yorno_So	mú=y	m ú j	DB
4800	if... (indicate if not clause-final)	Ampari	nêyⁿ	n ê jⁿ	DB,SW
4801	if... (indicate if not clause-final)	Bangime	sɛ́nɛ́	s ɛ́ n ɛ́	DB,SW
4802	if... (indicate if not clause-final)	Bankan_Tey	de	d e	DB,SW
4803	if... (indicate if not clause-final)	Ben_Tey	de	d e	DB,SW
4804	if... (indicate if not clause-final)	Bunoge	mè	m è	DB,SW
4805	if... (indicate if not clause-final)	Jamsay_Douentza	dey	d e j	DB,SW
4806	if... (indicate if not clause-final)	Jamsay_Mondoro	dey	d e j	DB,SW
4807	if... (indicate if not clause-final)	Mombo	gây	ɡ â j	DB,SW
4808	if... (indicate if not clause-final)	Najamba	mɛ́ dîn	m ɛ́ 	DB,SW
4809	if... (indicate if not clause-final)	Nanga	nde	n d e	DB,SW
4810	if... (indicate if not clause-final)	Penange	bɛ́nɛ́	b ɛ́ n ɛ́	DB,SW
4811	if... (indicate if not clause-final)	Penange	nɛ̀	n ɛ̀	DB,SW
4812	if... (indicate if not clause-final)	Perge_Tegu	de	d e	DB,SW
4813	if... (indicate if not clause-final)	Tiranige	mɛ̀	m ɛ̀	DB,SW
4814	if... (indicate if not clause-final)	Togo_Kan	dè	d è	DB,SW
4815	if... (indicate if not clause-final)	Tommo_So	yo	j o	DB,SW
4816	if... (indicate if not clause-final)	Toro_Tegu	má	m á	DB,SW
4817	if... (indicate if not clause-final)	Yanda_Dom	dè	d è	DB,SW
4818	if... (indicate if not clause-final)	Yorno_So	le	l e	DB,SW
4819	if... (indicate if not clause-final)	Yorno_So	pù	p ù	DB,SW
4820	in front of (sth)	Ampari	gèndò gà	ɡ è n d ò 	DB
4821	in front of (sth)	Ampari	géndù rò	ɡ é n d ù 	DB
4822	in front of (sth)	Bankan_Tey	gírò:	ɡ í r òː	DB
4823	in front of (sth)	Ben_Tey	jírè	dʒ í r è	DB
4824	in front of (sth)	Bunoge	ndò	n d ò	DB
4825	in front of (sth)	Gourou	gìrè dáɣà	ɡ ì r è 	DB
4826	in front of (sth)	Jamsay_Douentza	mà jírè	m à 	DB
4827	in front of (sth)	Jamsay_Douentza	mà jìrèdágù	m à 	DB
4828	in front of (sth)	Mombo	tégú ńdà	t é ɡ ú 	DB
4829	in front of (sth)	Najamba	mà	m à	DB
4830	in front of (sth)	Nanga	gò	ɡ ò	DB
4831	in front of (sth)	Penange	tégò wⁿ	t é ɡ ò 	DB
4832	in front of (sth)	Perge_Tegu	wà gírè	w à 	DB
4833	in front of (sth)	Tebul_Ure	nɛ̀	n ɛ̀	DB
4834	in front of (sth)	Tiranige	ŋà	ŋ à	DB
4835	in front of (sth)	Togo_Kan	gírè	ɡ í r è	DB
4836	in front of (sth)	Tommo_So	gíré nɛ	ɡ í r é 	DB
4837	in front of (sth)	Toro_Tegu	kà	k à	DB
4838	in front of (sth)	Yanda_Dom	bà	b à	DB
4839	in front of (sth)	Yorno_So	gírù nɛ̀	ɡ í r ù 	DB
4840	in order to (purposive clause subordinator)	Ben_Tey	gǐn	ɡ ǐ n	DB
4841	in order to (purposive clause subordinator)	Ben_Tey	rá:	r áː	DB
4842	in order to (purposive clause subordinator)	Ben_Tey	rɛ́:	r ɛ́ː	DB
4843	in order to (purposive clause subordinator)	Jamsay_Douentza	jɛ́	dʒ ɛ́	DB
4844	in order to (purposive clause subordinator)	Jamsay_Douentza	lé	l é	DB
4845	in order to (purposive clause subordinator)	Jamsay_Douentza	lè	l è	DB
4846	in order to (purposive clause subordinator)	Najamba	â:	âː	DB
4847	in order to (purposive clause subordinator)	Nanga	gó	ɡ ó	DB
4848	in order to (purposive clause subordinator)	Nanga	m̀ dɛ̀rⁿí	m̀ 	DB
4849	in order to (purposive clause subordinator)	Nanga	mì	m ì	DB
4850	in order to (purposive clause subordinator)	Penange	námm̀	n á m m̀	DB
4851	in order to (purposive clause subordinator)	Togo_Kan	gɛ̀:	ɡ ɛ̀ː	DB
4852	in order to (purposive clause subordinator)	Togo_Kan	lí	l í	DB
4853	in order to (purposive clause subordinator)	Tomo_Kan_Segue	sɛ̀ⁿ mɛ̀ndó	s ɛ̀ⁿ 	DB
4854	in order to (purposive clause subordinator)	Yanda_Dom	ná	n á	DB
4855	inselberg, rocky mountain with cliffsides	Bangime	símèè	s í m èː	DB,SW
4856	inselberg, rocky mountain with cliffsides	Bankan_Tey	tɔ́rɔ̀	t ɔ́ r ɔ̀	DB,SW
4857	inselberg, rocky mountain with cliffsides	Ben_Tey	kùrⁿùtɔ́rɔ̀	k ù rⁿ ù t ɔ́ r ɔ̀	DB,SW
4858	inselberg, rocky mountain with cliffsides	Ben_Tey	tɔ́rɔ̀	t ɔ́ r ɔ̀	DB,SW
4859	inselberg, rocky mountain with cliffsides	Dogul_Dom	pɛ̀gɔ́ɔ̀	p ɛ̀ ɡ ɔ̂ː	DB,SW
4860	inselberg, rocky mountain with cliffsides	Gourou	tɔ̀rɔ̀tùmó	t ɔ̀ r ɔ̀ t ù m ó	DB,SW
4861	inselberg, rocky mountain with cliffsides	Jamsay_Douentza	tɔ́rɔ́	t ɔ́ r ɔ́	DB,SW
4862	inselberg, rocky mountain with cliffsides	Jamsay_Douentza	tùmó	t ù m ó	DB,SW
4863	inselberg, rocky mountain with cliffsides	Mombo	pɛ́gɔ̀	p ɛ́ ɡ ɔ̀	DB,SW
4864	inselberg, rocky mountain with cliffsides	Nanga	tɔ́rɔ̂	t ɔ́ r ɔ̂	DB,SW
4865	inselberg, rocky mountain with cliffsides	Perge_Tegu	tùwòjǎw	t ù w ò dʒ ǎ w	DB,SW
4866	inselberg, rocky mountain with cliffsides	Toro_Tegu	tɔ́rɔ́	t ɔ́ r ɔ́	DB,SW
4867	inselberg, rocky mountain with cliffsides	Yanda_Dom	kɔ́ŋɔ́	k ɔ́ ŋ ɔ́	DB,SW
4868	inside ...	Ampari	kwé	k w é	DB,SW
4869	inside ...	Bangime	ŋ kóò	ŋ 	DB,SW
4870	inside ...	Bankan_Tey	pírè	p í r è	DB,SW
4871	inside ...	Ben_Tey	pírè	p í r è	DB,SW
4872	inside ...	Bunoge	ndò	n d ò	DB,SW
4873	inside ...	Jamsay_Douentza	bɛ́rɛ̀	b ɛ́ r ɛ̀	DB,SW
4874	inside ...	Jamsay_Douentza	mà bɛ̀rɛ̂:	m à 	DB,SW
